idnovel,tr_word1,tr_word2,tr_word3,tr_word4,tr_word5,ch_word1,ch_word2,ch_word3,ch_word4,ch_word5,st_word1,st_word2,st_word3,st_word4,st_word5,md_word1,md_word2,md_word3,md_word4,md_word5
1845,NULL,NULL,NULL,NULL,NULL,성장하다,급하다,잡다하다,있다,이렇다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1846,아이언맨 마크 ,사람 ,때 ,인 혜 ,교정 시력 ,잘나다,똑똑하다,명확하다,잘생기다,대등하다,옳다,잔잔하다,궁금하다,대등하다,부유하다,어둑어둑하다,길쭉하다,충실하다,전무하다,근사하다
1847,NULL,NULL,NULL,NULL,NULL,좋다,안녕하다,재미있다,괜찮다,강하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1848,헌터 물 ,던전 속 ,작가 핫식스 ,피아 작품 ,전투 묘사 ,같다,안좋다,좋다,엄청나다,그렇다,강하다,맛깔나다,있다,유치하다,충분하다,NULL,NULL,NULL,NULL,NULL
1849,무림 인 ,객 잔 ,사 파이 ,주인공 ,후 작가 ,뛰어나다,그렇다,이상하다,재미있다,성장하다,NULL,NULL,NULL,NULL,NULL,비슷하다,참신하다,넘치다,많다,더하다
1850,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1851,게임 속 ,북유럽 신화 ,광 전사 ,주인공 ,검 미 ,아니다,복잡하다,비슷하다,있다,좋다,어떻다,우월하다,같다,탁월하다,넘치다,낮다,변하다,부족하다,넘치다,같다
1852,무림 맹주 ,세상 앞 ,해서 쌍둥이 ,무공 ,사람 ,잔잔하다,인하다,의젓하다,같다,없다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1853,당구 대회 ,신 쿠폰 ,모바일 게임 ,갓 오브 ,월 전국 ,습하다,빽빽하다,없다,여전하다,나른하다,습하다,빽빽하다,없다,여전하다,재미있다,NULL,NULL,NULL,NULL,NULL
1854,창 훈 ,자신 ,과거 ,최면 ,사랑 ,있다,솔직하다,없다,같다,귀찮다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1855,작가 물 ,글 ,책 ,주인공 ,내용 요약 ,복잡하다,다르다,희미하다,지루하다,유사하다,새롭다,안되다,가깝다,희미하다,연하다,가능하다,지루하다,뛰어나다,부족하다,행복하다
1856,영 우 ,힘 ,어머니 ,작품 ,교통사고 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1857,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1858,게임 ,태광 ,탑 ,목표 ,미래 ,강하다,성장하다,어떻다,지독하다,어렵다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1859,책사 희지재 ,시대 ,등용 ,역사 ,행군 ,있다,좋다,좋아하다,뛰어나다,어떻다,있다,방대하다,좋아하다,못지않다,뛰어나다,NULL,NULL,NULL,NULL,NULL
1860,주인공 ,박수 무당 ,주인공 어머니 ,궁 암 ,귀신 ,있다,같다,가능하다,없다,평범하다,좋다,당하다,여전하다,딱이다,가능하다,스럽다,인하다,원하다,재미있다,좋다
1861,게임 시스템 ,주인공 ,성장 ,야구 ,과거 ,성장하다,탄탄하다,끊임없다,완전하다,시원시원하다,성장하다,탄탄하다,완전하다,끊임없다,시원시원하다,NULL,NULL,NULL,NULL,NULL
1862,백찬 응 ,자신 ,전개 ,우 ,감독 ,곱다,따뜻하다,엄청나다,잔잔하다,단순하다,NULL,NULL,NULL,NULL,NULL,불과하다,아니다,즐겁다,곱다,어떻다
1863,골 빈 ,내용 ,정도 ,우리나라 ,별명 ,좋다,친숙하다,찰지다,당하다,솔직하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1864,주인공 ,주인공 ,이기호 본부장 ,노래 ,음악 방송 ,차갑다,그렇다,새롭다,완벽하다,있다,망하다,새롭다,아니다,안좋다,행복하다,NULL,NULL,NULL,NULL,NULL
1865,바바라 부시 ,금 수저 ,석실 ,주인공 ,영창 ,참신하다,이렇다,다르다,순수하다,아슬아슬하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1866,정통 판타지 ,르 드 ,추천 ,진중 ,말 ,안되다,좋다,평범하다,있다,아니다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1867,정왕 이랑 ,주인공 ,요정 ,기억 ,내용 ,평범하다,안남다,있다,쎄다,솔직하다,없다,있다,대단하다,평범하다,같다,NULL,NULL,NULL,NULL,NULL
1868,의학 판타지 ,냉동 인간 ,메디컬 신드롬 ,환자 중심 ,닥터 최태수 ,흥미롭다,정확하다,성장하다,빠르다,아니다,삐지다,냉정하다,급하다,없다,좋아하다,NULL,NULL,NULL,NULL,NULL
1869,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1870,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1871,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1872,급 사료 ,초반 부 ,주인공 ,폭군 고종 ,대역 물 ,좋다,같다,없다,재밌다,따뜻하다,강하다,손쉽다,틀림없다,있다,역다,NULL,NULL,NULL,NULL,NULL
1873,책 ,독서 내공 ,독 서법 ,님 저자 ,강화 안 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1874,주인공 ,내용 요약 ,중국 ,한국 ,일본 ,답답하다,이렇다,있다,아니다,밉다,NULL,NULL,NULL,NULL,NULL,재밌다,불편하다,안녕하다,같다,괜찮다
1875,NULL,NULL,NULL,NULL,NULL,있다,특별하다,상당하다,아니다,같다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1876,환 몽 ,주인공 ,권 속 ,현실 세계 ,대풍 빌딩 ,있다,그렇다,좋다,없다,성공하다,같다,좋다,강하다,있다,그렇다,NULL,NULL,NULL,NULL,NULL
1877,웹 소 ,회귀 물 ,주인공 ,철수 프라임 ,영수 수수 ,착하다,간략하다,아쉽다,나쁘다,기이하다,기이하다,환생하다,기대하다,흥미롭다,가상하다,굉장하다,아쉽다,기이하다,진정하다,빠르다
1879,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1880,규 어 ,때 ,제품 ,닌자 슬레이어 ,와인 ,훈훈하다,사납다,아깝다,후회되다,꾸준하다,올바르다,소심하다,느슨하다,투명하다,놀래다,깜찍하다,근접하다,근엄하다,화려하다,노랗다
1881,존재 ,최고 ,레이드 ,회귀 ,던전 ,같다,화하다,당하다,강하다,갑작스럽다,같다,있다,당하다,갑작스럽다,많다,NULL,NULL,NULL,NULL,NULL
1882,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1883,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1884,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1885,주인공 ,과정 ,여자 ,주인공 ,각성 ,그렇다,좋다,어떠하다,아니다,허무하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1886,김제영 ,배 신우 ,택 승 ,탁 구부 ,장 어진 ,재밌다,찰지다,덥다,깊다,미치다,찰지다,재밌다,덥다,이렇다,좋다,찰지다,재밌다,덥다,이렇다,성장하다
1887,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1888,NULL,NULL,NULL,NULL,NULL,없다,기대하다,지루하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
1889,헌터 레이드 ,레벨 업 ,현대 판타지 ,홀로 에선 ,작품 ,없다,있다,유일하다,나약하다,흔하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1890,가상현실 게임 ,주인공 은 ,주인공 ,동물 ,버 ,멀다,있다,많다,좋다,빨갛다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1891,NULL,NULL,NULL,NULL,NULL,좋아하다,좋다,새롭다,안녕하다,있다,있다,좋다,다양하다,안녕하다,좋아하다,NULL,NULL,NULL,NULL,NULL
1892,검 성주 ,담 위진 ,중급 장담 ,무제 궁 ,악 중경 ,무사하다,잘생기다,당하다,우아하다,다르다,기쁘다,재밌다,부족하다,좋아하다,같다,좋아하다,무겁다,좋다,정확하다,같다
1893,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1894,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1895,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1896,하 유안 ,류 칼레 ,정령 왕 ,마왕 ,작가 이환 ,중요하다,순수하다,유치하다,아니다,완벽하다,사악하다,난감하다,악랄하다,이쁘다,흔하다,NULL,NULL,NULL,NULL,NULL
1897,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1898,초반 작품 ,먼치킨 주인공 ,이야기 ,반복 ,분량 ,없다,검다,어설프다,적절하다,급격하다,아니다,어떻다,피로하다,옅다,비슷하다,NULL,NULL,NULL,NULL,NULL
1899,NULL,NULL,NULL,NULL,NULL,괜찮다,없다,그렇다,신선하다,젊다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1900,화 윤 ,스페셜 스키 ,주인공 ,보너스 포인트 ,주인공 초반 ,강하다,그러하다,처참하다,궁금하다,비슷하다,시원하다,쎄다,여전하다,허무하다,어떻다,NULL,NULL,NULL,NULL,NULL
1901,주인공 ,성자 스토어 ,김재원 ,주인공 구매 ,작품 바로 ,새롭다,괜찮다,당하다,기대하다,높다,성장하다,필요없다,아무렇다,아쉽다,적절하다,NULL,NULL,NULL,NULL,NULL
1902,역사 물 ,주인공 ,환생 대체 ,고구려 ,초반 부 ,위대하다,뻔하다,괜찮다,맛있다,뛰어나다,강하다,손쉽다,안되다,싫다,따뜻하다,핍박하다,유리하다,경쾌하다,실패하다,다르다
1903,영화 ,리에 모두 ,대학 을 ,학생 때 ,이 공식 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1904,전편 구매 ,주인공 ,현대 판타지 ,과거 ,돈 ,새롭다,이상하다,작다,힘들다,어떠하다,갑작스럽다,비슷하다,안녕하다,가상하다,참신하다,NULL,NULL,NULL,NULL,NULL
1905,선비 족 ,설 귀 ,문 피아 ,후한 말 ,삼국 시대 ,있다,그렇다,의하다,역다,태연하다,뻔하다,빠르다,멸망하다,스럽다,좋아하다,무겁다,많다,공정하다,건장하다,용감하다
1906,고진 천 ,가우리 작가 ,고구려 ,대체 역사 ,대역 물 ,조용하다,똑똑하다,흥미롭다,특이하다,무섭다,우수하다,지루하다,대단하다,어렵다,더하다,적절하다,무겁다,힘들다,장엄하다,높다
1907,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1908,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1909,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1910,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1911,말 안 ,주인공 ,좀비 ,의 ,게임 ,같다,아니다,어떻다,있다,길다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1912,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1913,늑대 부족 ,주인공 ,부족 ,힘 ,노 예주 ,특별하다,성장하다,민감하다,넓다,예사롭다,NULL,NULL,NULL,NULL,NULL,평범하다,안전하다,깊다,환생하다,황당하다
1914,낙 빈 ,토속 신앙 ,승 덕 ,책 ,세상 사람 ,하얗다,평범하다,까맣다,아니다,그렇다,탄탄하다,간단하다,뻔하다,자랑스럽다,철저하다,당하다,순수하다,새롭다,다양하다,거대하다
1915,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1916,주인공 은 ,말 을 ,편집자 추천 ,클리셰 덩어리 ,이 소년 ,있다,분명하다,충실하다,빨갛다,넓다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1917,하이눈 루시 ,스킨 ,귀환 모션 ,마을 사람 ,케인 ,모호하다,대단하다,당연하다,나쁘다,사악하다,색다르다,당연하다,망하다,부탁드리다,엄청나다,애매하다,아쉽다,특별하다,기쁘다,딱하다
1918,셰프 주인공 ,때 ,요리 ,실력 ,생각 ,없다,식상하다,거만하다,밉다,딱하다,그렇다,없다,있다,딱하다,거만하다,NULL,NULL,NULL,NULL,NULL
1919,게임 플레이어 ,게임 ,주인공 정철 ,엘리트 ,데스 ,아니다,어떻다,있다,멸망하다,힘들다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1920,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1922,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1923,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1924,능력 ,고려 ,박승춘 ,배급 ,완결 ,실패하다,그렇다,부족하다,재밌다,성공하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1925,황보 세가 ,글 ,상 단전 ,주인공 ,헌터 ,없다,이렇다,통쾌하다,있다,같다,같다,불쾌하다,통쾌하다,애매하다,부탁드리다,NULL,NULL,NULL,NULL,NULL
1926,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1927,김강현 작가 ,텐션 조절 ,먼치킨 류 ,곽 우진 ,작품 ,인하다,같다,있다,새롭다,많다,뛰어나다,실패하다,아니다,빠르다,지루하다,NULL,NULL,NULL,NULL,NULL
1928,음료 사업 ,전생 각성 ,주인공 ,돈 ,키메라 ,좋다,하찮다,없다,괜찮다,인하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1929,우주 함선 ,정보 무력 ,주인공 ,자신 ,상대방 ,있다,안녕하다,지루하다,좋아하다,딱하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1930,강입자 충돌 ,기가 세계 ,대형 ,뒤 ,레이드 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1931,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1932,유 설린 ,떡 밥 ,천신 휘 ,진행 ,생각 ,같다,꼬이다,나쁘다,좋다,어떻다,있다,어떻다,꼬이다,당하다,당연하다,높다,이렇다,아니다,어떻다,더럽다
1933,차원 이동 ,주인공 ,이 동물 ,책 ,작품 ,인하다,다르다,뛰어나다,진지하다,궁금하다,자세하다,풍부하다,독특하다,허탈하다,나열하다,방대하다,완벽하다,흔하다,그러하다,안되다
1934,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1935,사이다 ,고양이 ,말 ,띠 ,이야기 ,넘치다,좋아하다,같다,좋다,없다,넘치다,좋다,있다,이렇다,어떻다,NULL,NULL,NULL,NULL,NULL
1936,박 광 ,진 우 ,성식 이 ,선재 ,목 ,섬세하다,긴밀하다,덜하다,복잡하다,특별하다,허무하다,높다,참신하다,적절하다,신기하다,재미있다,가득하다,작다,다르다,넘치다
1937,주인공 ,김호진 ,결 ,기술 레이더 ,봉인 수호자 ,있다,같다,검다,없다,필요하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1938,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,괜찮다,좋다,가볍다,가능하다,게걸스럽다,가능하다,좋아하다,유쾌하다,그렇다,가볍다
1939,게임 ,주인공 ,서비스 종료 ,레전드 리 ,게임 ,없다,아니다,있다,억울하다,이상하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1940,서 수지 ,환경 보존 ,히어로 미션 ,주인공 ,급 능력 ,이렇다,강하다,있다,없다,어렵다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1941,탱커 ,주인공 강철 ,몬스터 공략 ,능력 ,직업 ,그렇다,어떻다,엄청나다,많다,같다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1942,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1943,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1944,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1947,NULL,NULL,NULL,NULL,NULL,좋아하다,좋다,진중하다,안녕하다,아쉽다,좋다,진중하다,안녕하다,아쉽다,좋아하다,NULL,NULL,NULL,NULL,NULL
1948,아 르윈 ,솔 교단 ,파 르 ,혈 공 ,자 티 ,특별하다,좁다,안되다,재미있다,성장하다,손쉽다,재미없다,없다,우세하다,그렇다,반하다,힘드다,재미없다,어렵다,빠르다
1949,혈 마의 ,주인공 ,작품 헌터 ,던전 ,기억 ,괴상하다,같다,나쁘다,있다,덥다,당하다,나쁘다,괴상하다,생생하다,성장하다,NULL,NULL,NULL,NULL,NULL
1950,NULL,NULL,NULL,NULL,NULL,같다,뻔하다,재밌다,있다,완벽하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1951,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1952,정도 ,문 ,내용 ,책 ,노동 ,없다,같다,아니다,익숙하다,그렇다,있다,비슷하다,아니다,아기자기하다,설레다,NULL,NULL,NULL,NULL,NULL
1953,NULL,NULL,NULL,NULL,NULL,그렇다,뻔하다,있다,같다,좋아하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1954,종 남파 ,무공 ,기공 흑마 ,판타지 세계 ,차원 이동 ,당하다,진부하다,그렇다,예쁘다,순수하다,안녕하다,그러하다,빈약하다,아깝다,비슷하다,맑다,따뜻하다,부족하다,순진하다,진부하다
1955,필자 ,이용 ,이야기 ,영지 ,처음 ,같다,그렇다,성장하다,뻔하다,넓다,성장하다,있다,간략하다,소용없다,뻔하다,NULL,NULL,NULL,NULL,NULL
1956,마법 진 ,검 아 ,란 가문 ,트리스 왕국 ,요정 여왕 ,아니다,강하다,있다,심하다,시원하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1957,빌 런 ,배트맨 아캄 ,헌터 돈 ,신 ,똥 기저귀 ,비싸다,없다,충분하다,답답하다,가난하다,충분하다,같다,좋다,새롭다,비싸다,암울하다,힘들다,지루하다,시건방지다,많다
1958,급 던전 ,때 매크로 ,주인공 ,헌터 ,스키 ,급격하다,있다,성장하다,같다,높다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1959,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1960,상영 작가 ,게임 시스템 ,때 웹툰 ,능력 ,느낌 ,나쁘다,이렇다,성장하다,아니다,좋아하다,높다,빠르다,덥다,괜찮다,재밌다,NULL,NULL,NULL,NULL,NULL
1961,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1962,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1963,이산 ,자신 ,세상 ,발할라 ,의 ,싫어하다,죄송하다,아니다,부족하다,안녕하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1964,돔 ,본인 ,작품 ,힘 ,능력 ,귀찮다,완전하다,같다,평등하다,꾸준하다,귀찮다,완전하다,평등하다,같다,낮다,NULL,NULL,NULL,NULL,NULL
1965,NULL,NULL,NULL,NULL,NULL,좋아하다,성장하다,인하다,안녕하다,특별하다,성장하다,비슷하다,많다,인하다,안녕하다,NULL,NULL,NULL,NULL,NULL
1966,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1967,대륙 전쟁 ,마왕 강림 ,흑 마법사들 ,용사 ,먼치킨 ,성장하다,미치다,소중하다,빠르다,필요하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1968,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1969,주인공 ,현판 연예 ,배우 가수 ,자신 ,공중 누각 ,아니다,굉장하다,이렇다,깔끔하다,신선하다,NULL,NULL,NULL,NULL,NULL,이렇다,애매하다,굉장하다,신선하다,아니다
1970,주인공 ,노래 실력 ,오경 후 ,주인공 ,내용 요약 ,가능하다,의하다,좋다,자세하다,새롭다,엄청나다,좋다,급하다,자세하다,빠르다,성공하다,많다,희미하다,깔끔하다,멋지다
1971,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1972,차원 이동 ,귀환 물 ,지구의 과학기술 ,급 장비 ,지구 ,멋지다,굉장하다,같다,더하다,인하다,작다,어마어마하다,멋지다,가능하다,그럴듯하다,무겁다,흔하다,그렇다,어마어마하다,그럴듯하다
1973,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1974,중간 ,건지 ,설정 ,제목 ,내용 ,검다,저렇다,따갑다,참신하다,그렇다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1975,NULL,NULL,NULL,NULL,NULL,힘들다,강하다,당하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
1976,혈 선 ,회귀 물 ,광 천마 ,주인공 ,중원 통일 ,비슷하다,궁금하다,딱하다,시원하다,적당하다,같다,지루하다,좋다,흔하다,성장하다,NULL,NULL,NULL,NULL,NULL
1977,일본 이랑 ,환단고기 내용 ,우리나라 ,추천 ,역사 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1978,반응 ,무협 ,고현 ,오 ,숙부 ,좋다,깊다,없다,그렇다,아니다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1979,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1980,서울 ,이번 경기 ,수원 ,경기 시작 ,입 니다 ,썰렁하다,만만하다,재밌다,억울하다,황당하다,만만하다,황당하다,유쾌하다,방대하다,잔인하다,유쾌하다,적응하다,끝내주다,맛있다,흉악하다
1981,이 친구 ,이벤트 안녕하세요 ,전 무료 ,삼색 ,이프 ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1982,증조부 산소 ,저자 군만두 ,판타지 ,작가 ,욕 ,별다르다,그렇다,변하다,없다,안녕하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1983,NULL,NULL,NULL,NULL,NULL,좋다,명확하다,아니다,시원하다,명백하다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1984,주인공 ,술 법 ,가족 ,상서 ,세계 ,어떻다,있다,방대하다,빠르다,그렇다,방대하다,빠르다,길다,있다,어떻다,NULL,NULL,NULL,NULL,NULL
1985,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1986,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1987,마 족 ,회귀 물 ,유일한 인류 ,신의 진영 ,인간 ,강하다,희다,없다,재밌다,있다,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1988,앤서니 ,이고은 정려원 ,성 민아 ,최 시원 ,앤서니 김 김명민 ,실망하다,어둡다,탁월하다,성공하다,특별하다,적당하다,재미없다,확실하다,몰락하다,탄탄하다,탁월하다,풍족하다,특별하다,어둡다,훈훈하다
1989,성재 ,닉슨 대통령 ,미래 건설 ,홍 중태 ,내용 요약 ,난잡하다,친하다,발발하다,대단하다,길다,굵직하다,안되다,아쉽다,황당하다,실망하다,NULL,NULL,NULL,NULL,NULL
1990,연재 황제 ,서 대륙 ,유리 우 ,플레이어 ,황자 ,없다,강하다,있다,독특하다,꾸준하다,아니다,상당하다,있다,어렵다,아쉽다,NULL,NULL,NULL,NULL,NULL
