,title,author,genre,publisher,age,total,pub_date,complete,img_src,intro,joara
1099,꿈속에서 무한각성,해무극,판타지,미제공,미제공,200,19/06/12,완결,http://cf.joara.com/literature_file/20190701_092502.jpg_thumb.png,"
나는 매일 밤.

무한히 각성한다.",http://www.joara.com/premium_new/book_intro.html?book_code=1374937
1100,오늘의 예언,달까기,판타지,미제공,미제공,200,19/05/21,완결,http://cf.joara.com/literature_file/20190521_113830.jpg_thumb.png,"
불행했던 삶은 끝났다. 이제 시, 분 까지 정확한 예언으로 잘 먹고 잘산다. 

[오늘 13시 21분 김동철은 지하철에서 내리던 도중 발을 접질린다.]",http://www.joara.com/premium_new/book_intro.html?book_code=1370622
1101,킹갓엠페러 투신의 귀환,아르케,판타지,미제공,미제공,150,19/05/07,완결,http://cf.joara.com/literature_file/20190507_203656.jpg_thumb.png,"
2020년 12월, 수천만 명의 사람들이 사라졌다.
왜 사라졌는지, 어디로 갔는지 아무도 알 수 없었다.

2030년 12월, 10년 전 사라졌던 사람들이
리터너가 되어 돌아오기 시작했다.

그리고 마지막 리터너가 돌아온 지도 5년이 지난 2040년 12월.
20년 전 사라졌던 한강호, 그가 최강의 투신이 되어 돌아왔다!

킹갓엠페러 투신의 귀환, 한강호의 우주 정복기!",http://www.joara.com/premium_new/book_intro.html?book_code=1367636
1102,레벨업만이 살길,이호,판타지,미제공,미제공,818,17/07/11,완결,http://cf.joara.com/literature_file/20170811_100349.jpg_thumb.png,"
<중국드라마 1위 투파창궁 원작소설>
무투기와 염력을 단련한 투사와 신비한 불꽃을 다루는 연금술사들의 신비한 연금비약이 지배하는 투기대륙.
가문의 기대를 한 몸에 받는 천재 투사로 이름을 날리던 소년 이준은 어느 날 갑자기 거짓말처럼 염력을 잃고 무시와 천대 속에 서글픈 나날을 보내게 되고, 절망에 빠진 그의 앞에 어느 날 갑자기 나타난 연금술사의 영혼은 그에게 과거의 영광을 돌려주겠노라 약속하는데…

--------------------------------------------
이 책의 모든 내용에 대한 편집권은 계약에 의해 KOCM에 있으므로 무단복제, 수정 및 배포행위를 금지합니다. 본 소설은 중국 원작소설(斗破苍穹)을 한국작가가 번역, 편집한 작품으로 한국과 중국치덴사이트에서 동시에 서비스되고 있습니다.",http://www.joara.com/premium_new/book_intro.html?book_code=1211294
1103,위키니트 - 이세계에서 평범하게 뉴스와 위키를 하고 싶었습니다.,B사감,퓨전,미제공,미제공,272,19/08/05,완결,http://cf.joara.com/literature_file/20190805_153031.jpg_thumb.png,"
이것은 어느 위키니트의 처절한 출세담, 아니면 고생 이야기이다.",http://www.joara.com/premium_new/book_intro.html?book_code=1386954
1104,만렙 신병 받아라!,박석,판타지,미제공,미제공,175,19/07/23,완결,http://cf.joara.com/literature_file/20190722_111350.jpg_thumb.png,"
어느날, 내가 다시 이등병이 되었다.",http://www.joara.com/premium_new/book_intro.html?book_code=1383637
1105,천마의 대장간,세린sr,퓨전,미제공,미제공,267,19/07/08,완결,http://cf.joara.com/literature_file/20190708_120346.jpg_thumb.png,"
천마. 그것은 강호의 천하제일인. 
그런 천마도 죽음을 피할 수 없다.
그러나.
죽음 이후 대장간의 아들로 환생하고야 마는데….
천마가 직접 만든 무기가 도열된 그의 대장간!",http://www.joara.com/premium_new/book_intro.html?book_code=1380567
1106,서울황제록,가이하,판타지,미제공,미제공,184,19/07/03,완결,http://cf.joara.com/literature_file/20190802_093913.jpg_thumb.png,"
경천동지할 무력과 무소불위의 권력을 지닌 제국의 황제,
불의의 사고로 가진 것 없는 자의 몸에 그의 영혼이 파고들었다!

생소한 바느질로 인형 눈도 붙이고,
미용기술을 배워 미용실을 차리는 등, 황제로서는 상상도 못했던 생활.
하지만 그 삶이 결코 순탄치만은 않은데...

판타지와 현대, 두 가지 삶을 모두 사는 황제 칼마르시안.
그의 좌충우돌 일상 이야기!",http://www.joara.com/premium_new/book_intro.html?book_code=1379030
1107,막장 재벌 3세가 되었다,벼랑끝,판타지,미제공,미제공,150,19/07/13,완결,http://cf.joara.com/literature_file/20190801_092529.jpg_thumb.png,"
막장 드라마 속 망나니 재벌 3세가 되었다.

그런데 엑스트라다. 심지어 곧 죽는다.

이대로 당할 수는 없다. 나는 반드시 살아남을 것이다.",http://www.joara.com/premium_new/book_intro.html?book_code=1381032
1108,절대무영,지화풍,무협,미제공,미제공,125,19/08/01,완결,http://cf.joara.com/literature_file/20190731_181439.jpg_thumb.png,"
영계(無影界)!
그곳은 태고로부터 내려오는 현자들만의 비지였다
단휘, 그가 세상에 나오기 전까지는…….

세상밖의 존재였던 그가 이제 세상 속으로 들어가려 한다.
아무것도 그려지지 않은 순백의 도화지 같은 단휘는 
무림에서 어떤색으로 자신을 채울 것인가?

‘인간들은 역시 시끄러운 습성을 지녔군.’
둘의 움직임을 면밀히 주시하는 단휘의 눈에 흥미로운 기색이 번져갔다.
‘게다가 상당히 호전적이고……!’

지화풍 신무협 장편소설 

절대무영(絶對無影)!

현문의 비밀을 품고 사람다움을 배우기 위해
무영계 밖으로 나온 단휘의 강호종횡기가 시작된다.",http://www.joara.com/premium_new/book_intro.html?book_code=1385847
