title,author,genre,publisher,age,total,pub_date,complete,img_src,intro,joara
빙골 도령과 어린 의생,라희,로맨스판타지,미제공,미제공,23,17/06/08,완결,http://cf.joara.com/literature_file/20170608_115805.jpg_thumb.png,"
“주, 주군!” 
“어린의생?” 
서로를 알아본 두 사람의 입에서 동시에 소리가 터져 나왔다. 그리고 동시에 입을 다물었다. 뒤이어 찾아온 숨 막히는 침묵에 하린은 두 눈만 데구루루 굴렀다. 그녀와 달리 이환은 한쪽 입술을 비스듬히 말아 올렸다. 
“고작 그 실력으로 담을 넘었다? 근데도 목숨 아까운 줄 모르고 넘은 걸 보면 중한 일이 있는가보이.” 
“…….” 
이환은 침묵을 고수하는 하린을 짓궂게 노려보며 이죽거렸다. 
“너 다시 만나면 내가 아니 놓아준다 했지?” 
“그렇게 말씀하긴 하셨지요?” 
“가자.” 
“어딜 말씀입니까?” 
“어디긴 어디야. 운우지정을 나누러 가야지.” 
이환이 다짜고짜 손을 잡아끄니 하린의 얼굴이 백짓장처럼 하얘졌다.  
“소, 소생이 서한림 담벼락을 넘은 이유는 들어보셔야 하지 않겠습니까요? 주군.” 
“당연히 들어봐야지. 헌데 예서 들어볼 수는 없질 않느냐?”",http://www.joara.com/premium_new/book_intro.html?book_code=1203572
공주의 남자,진해림,로맨스,미제공,미제공,100,17/06/12,완결,http://cf.joara.com/literature_file/20170612_115858.jpg_thumb.png,"
""네게 이름을 준 그 순간부터 넌 내 것이었어.
머리카락 한 올, 살점 한 조각까지 전부 다.
네 스스로 내게 전부 바치겠다 했으니, 그리 살고 그리 죽어. 

백리 왕실 유일의 꽃, 잔혹한 성품과 거침없는 검술로 마녀라 불리는 여인,
정효 공주 백리연.

손 닿으면 불타 버릴 것을 알면서도 갈망하게 되는 빛을 아십니까.
겉모습은 시린 달빛이 전부일지언정 그 본색은 타오르는 태양과 같은 달, 환월煥月.
당신은 제게 그러한 존재입니다. 

공주궁의 이름 없는 검노劍奴, 무엇도 기억하지 못한 채 오로지 그 자신뿐인 사내,
무현.

이 순간부터 당신도, 당신이 낳은 그 아이도 제 것임을 잊지 마십시오.
제 심장이 사내로서 당신을 원한 이상, 저는 당신을 지키고 또한 가질 겁니다. 

대연제국 황실을 어둠 속에서 뒷받침해 온 살수 집단 비영진의 수장,
동대륙 단 하나뿐인 어전호위검御前護衛劍의 칭호를 지닌 사내,
단월사현.

예측할 수 없는 핏빛 인연의 바람이 멈추는 순간,
그녀 곁에 서 있는 사내는 과연 누구일까.
그리고, 그녀의 심장이 선택한 단 한 사람은……? ""
",http://www.joara.com/premium_new/book_intro.html?book_code=1204523
아내의 방,강지안,로맨스,미제공,미제공,21,17/06/13,완결,http://cf.joara.com/literature_file/20170613_101408.jpg_thumb.png,"
아내와 이혼하고 난 후 문득 아내의 방에 들어가 보았다. 텅 빈 아내의 방 안에는 아내의 마음이, 진심이 가득했다. 그 순간, 알게 되었다. 자신도 아내를 사랑하고 있었음을. 자신의 심장에도 아내가 자리를 차지하고 들어와 살고 있었음을.

아내는 그곳에서 자신만을 기다리고 있었던 것이었다. 지난 6년을…….

아내를 돌아오게 해야 했다. 아내와 그곳에서 같이 살고 싶었다. 그러려면 아내 앞에 무릎이라도 꿇어야 할 것 같았다. 쉽게 용서해주지 않을 아내의 마음을 다시 얻을 수만 있다면 그까짓 무릎쯤이야……했는데 그게 쉽지 않을 것 같았다. 예전의 착하고 순하기만 했던 아내가 아니었다. 고집불통에다 섹시하기까지 했다. 젠장!




-본문 중에서-


그날. 아내를 처음 본 날, 그 순간의 놀라움이란. 사진으로 본 어머니의 학창시절과 흡사한 모습의 아내를 보며 아버지가 자신을 벌주는 것은 아닌지 의심스러울 정도로 닮은 아내를 좋아할 수 없었다. 5억 현금을 조건으로 자신의 집안으로 시집오는 어린 아내를 좋아할 수 없는데 거기다 어머니를 닮은 아내라니……. 그렇게 아내에게 곁을 주지 않았고 그러다 지금처럼 되어 버렸다.
반지르르한 문갑이 마치 제 주인이 없음을 인정하고 싶지 않은 것처럼 윤이 흐르고 있어 얄미웠지만 늘 문갑 속에 편지나 돈 같은 중요한 것을 넣어두시곤 했던 어머니를 떠올리며 조심스럽게 열어보았다. 아내도 그 속에 뭔가를 넣어 두진 않았을까 하고. 그러나 그 안에 꽃잎이 수놓인 편지봉투가 수북하게 들어 있을 줄은 몰랐다. 그것도 수취인이 없는.

“도대체 너란 여자는…….”

누구에게 보내는 것인지 알 수 없는 편지 봉투 하나를 들고 선휘는 망설였다. 아내의 마음을 모르지 않았다. 자신이 그렇게 수없이 보내는 애정 넘치는 시선을 보고도 그 마음을 모를 정도로 둔한 남자는 아니었기에. 그러나 받아줄 수 없고 받고 싶지 않은 마음이어서 모른 척한 것이었다. 그래서 수취인이 없는 편지봉투를 보고도 그 편지의 주인이 자신이 아닐 거라는 생각을 할 수 없었다. 그렇게 아내는 오롯이 자신만 보고 있었다. 지난 6년을.

“나쁜 놈. 알면서 받아주지도 밀어내지도 않고 그 마음을 즐긴 거니? 후후. 너무했다. 그래서……해안이가 떠난 거구나. 그래서 내가 그만두자고 할 때 그런 얼굴로 앉아 있기만 하다 그러자고 한 거구나. 잔인하고 차가운 놈.”


",http://www.joara.com/premium_new/book_intro.html?book_code=1204732
철없는 아줌마,아이소자,로맨스,미제공,미제공,52,17/05/23,완결,http://cf.joara.com/literature_file/20170523_152633.jpg_thumb.png,"
주림은 연수를 뗀 지 15일 만에 전 재산을 털어 지금 앉아 있는 상아색의 애마를 샀다. 그런데 대체 무슨 일이 일어난 건가? 
“내려!”
들이받은 오토바이에서 내린 그의 거친 숨소리에 심장이 더 빨리 뛰었다. 
그런데 온통 검은 복장의 이 남자, 너무…… 잘생겼다. 세상에 이렇게 잘생긴 사람도 있었구나. 와, 잘생겼다. 하지만 성격은 천하의 왕싸가지. 
“차 키 주고 내일 일곱 시까지 여기로 와서 나 출근시켜.”
“제가요?”
“그럼 아줌마가 하지. 내가 아줌마 출근시켜?”
“그건 아니지만…….”
“돈 바로 줄 수 있어?”
졸지에 왕싸가지 총각의 식모에 운전기사까지 되어버린 주림. 
게다가 그는 주림이 내일 첫출근하는 호텔 프라하의 후계자인 부사장 서현서!
밥 해주고 출퇴근시키며 늘 툭탁이며 싸우다 보니 주림은 왕싸가지 총각이 조금씩 신경쓰이고 걱정된다. 술에 취해 인사불성된 총각을 집에 데려다주던 어느 날, 곤히 잠들어 있는 총각의 볼에 뽀뽀라도 해 주고 싶은 마음이 굴뚝의 연기처럼 솟아올랐지만 주림은 입술을 질끈 물며 욕구를 물리쳤다. 침대 옆에 무릎을 꿇고 앉아 이불을 바짝 당겨 그의 턱 밑까지 덮어 주자 행복이 가슴에 가득 찼다.
“갈게요.”
주림은 미련을 떨치며 벌떡 일어섰다. 더 머뭇거리면 정말 가기 싫어질 것이다.
“가지마. 누나…….”
돌아섰던 주림은 깜짝 놀라며 자리에 우뚝 섰다.
‘누나?’",http://www.joara.com/premium_new/book_intro.html?book_code=1199842
"쉿, 비밀결혼",꽃피다,로맨스,미제공,미제공,13,17/06/07,완결,http://cf.joara.com/literature_file/20170607_143138.jpg_thumb.png,"
고등학교 3학년 예나와, 담임선생님의 알콩달콩한 비밀 결혼 이야기. 





-본문 중에서-



할아버지가 입을 열었다.
“우리가 오늘 너희를 부른 이유는……나와 김 영감이 몇 십 년도 더 전에 한 약속을 지키기 위해서다.”
모두 의아한 눈으로 할아버지를 보았다.
할아버지의 말은 곧 법이었기 때문에, 예나의 가족들은 모두 긴장을 하고 있었다.
그것은 김 할아버지의 가족들도 마찬가지인 모양이었다.
“예나랑 은찬이, 결혼해라.”
“……네?”
예나는 잠시 멍한 얼굴을 하고 있었다.
-중략-
“저 아이들 결혼하는 걸 보고 죽어야 내가 편히 죽을 것 같다.”
예나는 울 것만 같았다.
“할아버지……나 싫은데……싫어요……나 아직 졸업도 안 했고……사랑하는 남자 만나서 결혼하고 싶은데…….”
할아버지는 예나를 바라보며 말했다.
“살다보면 미운 정 고운 정 다 드는 거야.”
“그렇지만……우리학교 선생님이시란 말이에요!”
“뭐?!”
대책 없고 무모한 두 할아버지를 제외한 나머지 가족들의 얼굴에 경악이 어렸다.",http://www.joara.com/premium_new/book_intro.html?book_code=1203383
목요일,프롬,로맨스,미제공,미제공,18,17/06/05,완결,http://cf.joara.com/literature_file/20170605_165708.jpg_thumb.png,"
부족한 것 하나 없는 잘난 남편을 만나 평화롭게 1년여의 결혼생활을 보낸 혜주.

남편을 따라 향했던 모임에서 낯익은 사람이 남편에게 인사를 건넨다.

5년간의 연애 끝에 바닥을 치고 헤어졌던 혜주의 전 연인, 현수.

길었던 첫 연애. 그리고 헤어진 뒤 흐른 5년의 시간.

5년의 공백이 무색하게 혜주는 재회한 현수에게 반응하고, 그런 혜주에게 현수가 찾아와 묻는다.

한 번만 다시 볼래?",http://www.joara.com/premium_new/book_intro.html?book_code=1202834
잔안황후,은하수,로맨스판타지,미제공,미제공,18,17/06/05,완결,http://cf.joara.com/literature_file/20170605_101812.jpg_thumb.png,"
현생이 고단하고 힘이 들었다. 몸과 마음 다 바쳐 헌신하였건만 돌아온 건 불신과 칼날뿐.
영원을 바란 건 아닐지나 타인처럼 변해버린 남자로 인해 절망으로 가득 차 살고싶지 않았다. 암흑 같은 삶을 구차하게 빌어 연장하고 싶지 않았기에 죽음을 순순히 받아들였건만.

다시 돌아갈 수 있다는 염라대왕의 말에 기뻐할 수 없었다. 아니 당돌하게도 다른 인생을 내어 놓으라 억지를 썼다. 그리고 난 타인의 몸을 빌어 원하던 인생을 꿈꿀 수 있었다. 내 의지대로 내 바람대로 내가 원하는 인생을 선택할 수 있게 되었다. 


*본문 중에서

드르르르.
마굴의 입구는 평범하게 보였지만 염라가 어떤 주문을 중얼거리자 거대한 석문이 좌우로 열렸다. 두 사람은 망설임 없이 안으로 들어섰다. 무모하기로 치자면 서러울 두 사람의 두 번째 모험이었다.

두웅.
석문이 닫히는 걸 보고서야 염라는 평이했던 안색을 바꾼다.


‘염라국의 골칫덩이 대웅, 현웅을 어떻게 해야 할지 생각해두어야겠어.’


그들이 도를 넘어선 건 오래전이었다. 염라대왕 그가 움직이기 시작했다는 건 앞으론 인정사정 보아 주지 않겠다는 의지를 내비쳤다는 것과 같았다. 하는 짓이 귀엽다, 젊은 치기로 할 수 있지라고 여겼건만 관용의 정도를 넘어서버린 모양새. 600년 이어오던 평화가 깨지기 직전 폭풍전야 같은 고요함이 염라국을 휘돌았다. 


‘그건 그렇고 이왕지사 인간계에 나왔으니 유하란 놈에게 한번 들러볼까?’


석문 저쪽 음침하고 음산한 기운이 울려 퍼지자 지나던 생물들이 몸서리를 치며 황급히 자리를 이동해 뛰어갔다. 
안개가 하얗게 끼어 시야를 분간하지 못한 지 한참 윤희는 주위를 둘러봐도 관위가 보이지 않자 당혹스러웠지만 얼른 정신을 바로잡았다. 


‘같이 들어온 게 틀림없는데…… 마물들의 짓이겠지.’


인간이기에 두려움과 공포는 마음속에 항상 내재되어 있었다. 그녀가 두려워하는 건 많았다. 육체적 고통, 그리고 지인들이 당하는 수모, 죄책감, 혹 몸주인 이윤희가 그녀가 차지한 육체로 돌아오길 바랄지도 모른다는 불안감. 

인간의 취약점, 그건 감정의 개입이었다. 인간이기에 가질 수밖에 없고 인간이 아니면 있을 수 없는 感情. 염라는 인자하고 덕이 있는 염라국의 대왕이나 그는 인간이 아니기에 근본적으로 고통이나 아픔을 미루어 짐작할 뿐 정확히 느끼고 체감할 수 없었다. 신이 인간에게만 주신 특별한 능력인 감정과 망각. 그것은 약점이 될 수도 있었고 선물일 수도 있었다.",http://www.joara.com/premium_new/book_intro.html?book_code=1202775
동거의 달콤함,북벅스,로맨스,미제공,미제공,25,17/06/02,완결,http://cf.joara.com/literature_file/20170602_095937.jpg_thumb.png,"
그 남자, 전우현. 
그 여자에게 동질감을 느끼다. 

그 여자, 권영지.
그 남자에게 거리감을 느끼다. 

“같이 살지 않겠습니까?”
“가, 같이 살자뇨?”
“말 그대롭니다. 나랑 같이 살죠.”

상반된 감정으로 이상야릇한 시작을 함께한 두 사람. 
특별한 계기로 시작된 두 사람의 동거가 달콤해지기까지. 

달콤한 동거의 늪으로 여러분을 초대합니다. 

",http://www.joara.com/premium_new/book_intro.html?book_code=1202010
범의 꽃,하양,로맨스,미제공,미제공,48,17/05/30,완결,http://cf.joara.com/literature_file/20170530_152628.jpg_thumb.png,"
""이 마음을 네게 전한다면, 깜짝 놀라겠지

여인임을 숨기고 화위국의 황태자 범가온의 호위를 맡게 된 도화. 처음엔 심드렁했던 범가온의 태도는 시간이 지날수록 따뜻해지고, 이에 도화는 그에게 차츰 마음을 열기 시작한다. 한편 황제가 되고 싶고, 되어야만 하는 범가온. 그는 암투가 난무하는 황궁 생활을 곁에 있는 도화로 인해 견뎌 가고, 그렇게 둘 사이에 점점 묘한 감정이 짙어지는데…….

‘너는 어찌 생각할까. 어찌 받아들일까.’
‘전하. 무엄하게도 신은, 당신을 사모합니다.’


▶잠깐 맛보기

화원으로 오기 전, 갑자기 범가온에게 끌어안겼을 때가 생각이 났다. 다른 누군가의 품에 그리 안겨 본 적은 처음이었다. 그 느낌은 나쁘지 않았다. 범가온의 품이 아늑하고, 또 든든해서 영원히 그렇게 있고 싶을 정도였다. 

‘또다시 안겨 있고 싶…….’
혼자서 생각을 하던 도화는 고개를 흔들었다. 자신이 생각하기에도 너무 멀리 간 것 같았다. 그런 생각을 품다니, 말도 안 될 일이지. 
황태자가 왜 그런 행동을 했는지 모르는 도화였으나, 일단 자신의 감정을 숨기기에 급급하여 그 연유에 대한 의문은 이미 잊은 지 오래였다. 제 감정이 드러나지 않게 신경을 세움과 동시에 그의 온기에 취해 있었기에 다른 것은 생각나지도 않았다.

‘사실은 꽃잎의 수를 세고 있던 것이 아니었습니다. 전하.’
도화는 조금 전 무엇을 보고 있느냐는 황태자의 물음에 당황했었다. 그때 도화의 시선은 앞에 펼쳐진 꽃들에게 향해 있었지만, 온몸의 모든 감각은 옆에 서 있는 범가온에게로 향해 있었다. 어떤 꽃을 봤는지 기억에 남지도 않았다.

“다음에도 데려와 주마.”
“예, 전하.”

화원의 입구에 다다른 지금도, 오로지 황태자의 뒷모습만을 두 눈동자에 담고 있을 뿐이었다.""
",http://www.joara.com/premium_new/book_intro.html?book_code=1201391
흉포한 산짐승과 소심한 가축,보풀,로맨스,미제공,미제공,38,17/06/01,완결,http://cf.joara.com/literature_file/20170601_104411.jpg_thumb.png,"
꿈을 찾으려다 얼렁뚱땅 남자를 찾았다. 그것도 사우론의 눈을 하고 있는!


따뜻하지만 상쾌한 바람이 얼굴을 스치듯 지나가는 느낌과 함께 단잠에서 깨어나 기분 좋게 기지개를 켜며 눈을 떴다. 그래, 분명 눈을 뜨기 전까지만 해도 이보다 더 산뜻할 수 없을 만큼 기분이 좋았었다.
그러나 대관절 이게 어떻게 된 일인지, 잠이 덜 깬 상태로 끔뻑끔뻑 눈을 떠 보니 광활한 모래에 떡하니 보트가 세워져 있었다. 그제야 내가 보트에서 잠이 들었다는 것과 함께 차례로 모든 것이 생각나면서 가능하다면 다시 기절이라도 하고 싶어졌다.


멸망하고 새롭게 시작하는 것처럼 주변엔 모래와 나무, 그리고 물밖에 없었다. 꿈이라고 믿고 싶었지만 너무나 생생한 천연색의 경관에 할 말을 잃고 말았다. 잠에서 깨어났을 때 세상이 멸망할지도 모른다고 생각하기는 했지만, 정말로 세상이 멸망하다니. 어느새 멀미는 말끔히 사라졌지만, 멀미보다 더 지독한 두통이 생기려고 했다.


혼란스러워 발이라도 동동 구르면서 발광이라도 할 것 같은 마음을 애써 차분히 가라앉히며 내가 얼마나 오랫동안 잠이 들었었는지를 가늠해 보았다. 하지만 생각하고, 또 생각해 봐도 지구가 멸망할 정도는커녕 살짝 눈만 붙였던 게 일분 전 같은데, 도대체 이게 무슨 말도 안 되는 일이냔 말이다!



-본문 중에서-

“저는 그럼 하던 일을 마저…….”


위험으로부터 몸을 돌리기도 전에 나쁜 놈의 손이 내 얼굴을 부드럽게 감쌌다. 쿵쾅거리는 심장 소리 때문에 정신이 하나도 없었다. 진지한 얼굴로 나를 지그시 바라보는 나쁜 놈의 시선 때문에 나는 그대로 얼음이 되어 버렸다. 
나쁜 놈의 얼굴이 내 얼굴을 향해서 내려왔다. 그 속도가 얼마나 느린지, 나쁜 놈의 얼굴이 코앞에서 보였을 때야 비로소 정신이 번쩍 들었다. 그렇지만 정신을 차렸을 때는 이미 나쁜 놈과 키스를 하고 있었다. 
진한 커피 향을 남기고 나쁜 놈이 내게서 떨어졌다. 


“이, 이게 뭐하는…….”


뭐가 그렇게 좋은지, 나쁜 놈이 개구쟁이 같은 얼굴로 환하게 웃었다. 


“보면 몰라? 지혈하는 거지.” 


지금 웃음이 나와? 게다가 뭐, 지혈? 자기가 무슨 의사야? 것보다 왜 이렇게 심장이 두근거리는 거야……. 
혼란스러운 머리로 성신이가 말했던 ‘아름다운 입술의 희생’에 대해서 생각하고 있는데, 다시금 나쁜 놈이 입술을 부딪쳐 왔다. 나쁜 놈의 입 안에 남아 있던 커피 맛이 내 혀에서 흘러나온 금속의 맛으로 바뀌었고, 결국에는 그 뜨거운 금속의 맛을 다시 내가 느껴야 했다. 

나쁜 놈은 자신이 느껴야 할 맛을 다 느낀 것인지, 아니면 얼토당토않은 지혈을 다 끝낸 것인지, 입술에서 부드럽게 멀어졌다. 
어떻게 반응해야 될지 몰라 뒤죽박죽인 얼굴로 나쁜 놈을 보았다. 


“이번에도 지혈한 거예요?”
“아니.”


웃음기 가득한 목소리가 얄미웠다. 


“그럼 뭐예요?”
“키스지, 뭐긴 뭐야.”


나쁜 놈이 내 손을 잡고는 자기 쪽으로 끌어당겼다. 불시의 공격으로 몸이 기우뚱하고 나쁜 놈에게 쓰러지면서, 마치 안기는 꼴이 되고 말았다. 나쁜 놈은 나를 밀치지 않았다. 그러기는커녕 두 손을 모아 나를 꼭 끌어안았다. 그러고는 내 귀에 달콤한 목소리로 속삭였다. 


“어때? 나처럼 착한 사장은 없지? 직원의 아픔을 그냥 지나치지 못하는 이런 사장은 없을 거야.”


나쁜 놈의 목소리가 너무나 달콤해서 사랑 고백이라도 들은 사람처럼 얼굴이 붉어졌다. 
지, 지금인가? 날 좋아하는 거냐고 물어볼 타이밍이? 아, 아냐! 난 못해. 그냥 몰카도 아니고, 반라의 몰카를 찍은 변태 여자로 낙인찍힌 오늘 어떻게 물어봐! 
나는 얼굴을 벌겋게 물들이며 나쁜 놈의 품에서 빠져나왔다. 
",http://www.joara.com/premium_new/book_intro.html?book_code=1201783
이런 매력,이새봄,로맨스,미제공,미제공,21,17/06/01,완결,http://cf.joara.com/literature_file/20170601_103206.jpg_thumb.png,"
위풍당당 통통 튀는 매력의 그녀. 한여울. 한국대 패션 디자인과 수석으로 졸업하며 삼촌이 경영하는 기획사로 들어가게 되었다.
그녀가 맡을 첫 연예인. 연예계에서 소문난 까칠하고 완벽주의자 강하진의 스타일리스트로 마주한다.
스타일리스트가 3개월이상 버티지 못한 얼음왕자+지랄쟁이 강하진에게 당돌하고도 뻔뻔하게 맞대응하는 그녀 한여울에 그는 조금씩 스며들어 갔다.
도도한 남자와 당돌한 여자의 티격태격 귀여운 사랑이야기. 






-본문 중에서-


“보고, 듣고 했으니까 느낀 점 말해 봐.”

“섹시해요.”

“……뭐?”

“섹시하다고요.”

“…….”

생각지도 못한 여울의 반응에 하진은 눈을 껌벅이며 다소 당황스러움이 묻어났다. 그런 그의 반응에 이번엔 여울이 ‘픽’ 하며 웃으며 말했다.

“강하진 씨 말고, 노래가 섹시하다고요.”

“이왕 섹시하다고 해줬으면 나도 섹시하다고 해주지?”

“죄송해요. 제가 거짓말을 못해서요.”

“아 그러세요? 보기보다 참, 정직하십니다?”

“칭찬으로 받아들일게요.”

“한여우, 말귀도 못 알아먹네.”

“여우가 아니라 여울이라니까요!”

“그래그래. 한여우.”

“강하진 씨! 아오!”
",http://www.joara.com/premium_new/book_intro.html?book_code=1201780
隱密(은밀)골방담,김랑,로맨스,미제공,미제공,38,17/05/25,완결,http://cf.joara.com/literature_file/20170525_160152.jpg_thumb.png,"
""은밀한 골방에서 오가는 색과 사랑의 이야기

대왕 마마인 누나 아리왕의 명으로 반역을 모의하는 자들이 있다는 평양으로 달려온 폐세자 아두. 역도들의 비밀 장소라는 송화관에 거처를 정한 그는 역도들과 한패일 가능성이 있는 송화관의 주인 홍희를 주시하였으나, 평양 최고의 기생이자 동국의 명기인 홍희의 골방에 들어가는 사내들은 하나 같이 부실하고 볼품없는 남정네들뿐이니 참으로 괴이한 일이 아닐 수 없었는데….

백년해로를 약속한 정인을 위해 왕의 자리를 버린 세자 아두,
국모가 될 귀상을 타고났으나 모든 것을 잃고 기녀가 되어야 했던 여인 애례,
두 정인의 한과 사랑 이야기가 골방의 은밀담에서부터 시작되누나.""
",http://www.joara.com/premium_new/book_intro.html?book_code=1200261
매듭,한승희,로맨스,미제공,미제공,91,17/04/28,완결,http://cf.joara.com/literature_file/20170428_093838.jpg_thumb.png,"
“눈에 드는 계집은 이 여인 하나뿐입니다.”

권력에 눈이 먼 아비와 오라비로 인해 늙은 재상의 씨받이로 팔려갈 신세가 된 소운은 명을 거부하고 집에서 도망친다. 그런데 다른 나라로 밀항하려 밤의 부둣가를 헤매던 그녀를 수상하게 여긴 견과 그의 수하들에게 붙잡혀 버린다.
소운이 도적으로 오해한 견은 사실 성 나라를 치기 위해 잠입해 있던 융의 황자였다.

욕심에 눈이 멀어 태자와 황후를 저주한 죄로 궁에서 쫓겨난 어머니. 자신의 첫 연정을 배신한 채 세상을 떠난 부인. 그리고 견의 어머니를 향한 증오를 견을 핍박하는 것으로 풀어낸 황후까지. 자신에게 상처만 남기는 여인들 틈에서 제대로 대접받지 못하고 괴로운 시간을 보내 온 황자, 견.

여인을 믿지 못하던 그지만 위험한 상황에서도 삶에 대한 의지를 놓지 않는 소운에게 호감을 갖게 된다. 하지만 어차피 거사에 성공하고 돌아가면 헤어져야 할 인연. 그리 생각하고 소운을 놓아주지만, 소운이 융에 공녀로 차출되어 오면서 두 사람은 다시 재회하게 되는데……",http://www.joara.com/premium_new/book_intro.html?book_code=1193495
100일의 붉은 꽃,보현,로맨스,미제공,미제공,33,17/05/25,완결,http://cf.joara.com/literature_file/20170525_131732.jpg_thumb.png,"
""전 돌아가야 한다고요!

그저 회사와 집을 반복하며 평범히 흐르던 연화의 일상은 밤이 되면 조금 특별해졌다. 근 100일째 꾸는 꿈속에서 누군가를 위한 기도를 드리는 자신을 보아 왔던 것이다. 그러던 어느 날, 아침에 일어나면 펼쳐지던 풍경 대신 그녀를 맞이한 건 낯설지만 익숙한 꿈속 장소였다. 그리고 그녀를 아주 잘 알고 있는 듯한 남자, 무영을 만나는데…….

“지금 이건 꿈이잖아요.”
“여기는 내가 사는 세계고, 너는 지금 꿈을 통해 도원이란 세계에 들어온 거야.”


▶잠깐 맛보기

“네가 인간이란 걸 들키지 않으려면…….”

남자가 몸을 앞으로 빼내었다. 남자의 손이 흙바닥을 짚었다. 갑작스러운 그의 행동에 연화가 멍하니, 저에게 다가오는 남자를 바라보았다. 
서로의 사이에 잔잔한 분위기가 감돌기 시작한다. 남자의 한쪽 손이 위로 올라오며 연화의 턱을 감싼다. 아래로 살짝 내리깔린 남자의 눈이 연화의 입술로 향해 있다. 서로의 숨이 느껴질 정도로 두 사람의 거리가 좁혀졌다. 연화가 뒤로 물러서려 했지만, 그 짧은 망설임을 놓치지 않고 남자의 입술이 먼저 다가와 버렸다.

“이게 무슨…….”

연화는 채 말을 잇지 못했다. 이름도 모르는 남자의 입술이 순식간에 제 입술을 덮었다. 그렇게 뜨거운 숨과 함께 입술이 맞닿았다. 톡톡, 노크하듯 가벼이 입술을 두드리는 남자의 혀에 연화가 다시 한 번 입을 여는 순간 입술을 훑던 남자의 혀가 안으로 들어왔다. 
뜨거운 기운이 발끝에서 머리끝까지 한 번에 확, 하고 올라왔다. 코끝이 간질거린 정도로 야릿한 분위기에 연화가 자연스레 눈을 감았다. 남자의 고개가 살짝 꺾이며, 뜨거운 숨과 함께 혀가 입 안을 탐닉해 오기 시작했다. 

“읏.”

혀가 서로를 옭아매기 시작한다. 어지러이 열기를 교환하는 움직임에 연화가 옅은 신음을 흘렸다. 남자의 혀가 아래를 툭, 건드렸다가 위로 올라가며 그녀의 혀를 옭아맸다. 열기를 사방에 뿌려 대는 혀에 연화가 눈을 질끈 감았다. 곳곳에 흔적을 남기던 남자의 혀가 뒤로 물러섰을 때는 연화의 숨이 목에 가득 찼을 무렵이었다. 남자의 입술이 아쉬움을 남기며 천천히 떼어졌다.

“이게 바로 그 방법이지.”""
",http://www.joara.com/premium_new/book_intro.html?book_code=1200244
핫 플레이스(Hot Place),가네프,로맨스판타지,미제공,미제공,88,16/03/05,완결,http://cf.joara.com/literature_file/20160518_194046.jpg_thumb.png,"
가문의 숨겨진 비전(사실은 전생의 기억)을 가지고 제국 최초의 약국을 차렸다.
근데 뭐냐, 이건.
왜 둘째가면 서러운 악역들이 전부 다쳐서 내 약국 앞에 쓰러져 있는거냐.

***

"" 며칠 여기서 묵어야겠군. 도저히 움직일 수가 없다. ""

멀쩡히 남의 식량창고에서 음식을 꺼내먹으며 말하는 남자를 벨로나가 황당한 표정으로 쳐다봤다.

"" 아픈 사람을 치료하는 건 의사가 할 일이지. ""

그걸 왜 20명을 죽이고 현상금이 걸려서 쫓기고 있는 신세인 흑막 중에 최대 흑막인 당신이 말해. 
그리고 난 약사라고!


[환생물/전직의사/악역이 꼬이는 특이체질/범죄자 핫플레이스약국/악역들이 남주 후보/최대흑막이 남우주연상 대상감/나는 쟤가 흑막인 걸 아는데 아무도 안믿는다./왜 약국 경영물이 되어가는 것 같지..]",http://www.joara.com/premium_new/book_intro.html?book_code=1084445
