title,genre,author,complete,img_src,age,total,pub_date,publisher,intro,href
드래곤을 주운 테이머.,판타지,프리데이1,완결,//cdn1.munpia.com/files/attach/2019/0822/001/vJbOoYBfgbRcVwgd.jpg,전체이용가,192 회,2019.08.26 18:00,정보 없음,"""몬스터 테이밍이라는 능력을 지닌 이현.
몬스터를 부려 '사신'이라는 이명을 지니게 된 청부 살인업자였던 그에게 갑자기 드래곤이 나타난다.

""내 아이 좀 맡아봐.""
""네?""
""애를 버렸다간 넌 그날로 저승행이야.""
""하겠습니다, 아니, 시켜만 주십쇼.""",https://novel.munpia.com/168981
0.0001초 광속의 이레귤러,"판타지,  현대판타지","
김주광

",완결,//cdn1.munpia.com/files/attach/2019/0211/003/NxtznYG94zQAx3vp.jpg,전체이용가,190 회,2019.02.01 11:00,정보 없음,"빠름이 모든 것을 지배한다. 
EX급 초신속을 지닌 남자의 이야기",https://novel.munpia.com/134076
최강 귀환자의 행복 라이프,"현대판타지,  퓨전","
아르티장

",완결,//cdn1.munpia.com/files/attach/2019/0724/004/dJFoAmzp5vlqb72j.jpg,전체이용가,151 회,2019.07.18 18:00,정보 없음,"[먼치킨] [깽판물] [힐링물]

2025년.
몬스터들과 싸우는 각성자들의 시대.
최강의 귀환자가 이계에서 돌아왔다.

“나와 가족들의 행복을 방해하면 전부 잣되는 거야.”

카르마의 힘을 가지고 귀환한 이강인의 헬조선 적응기.",https://novel.munpia.com/154169
마녀 사용설명서,"퓨전,  판타지",Er Mu,완결,//cdn1.munpia.com/files/attach/2018/0911/001/1wFCclEyF5ghKVSL.jpg,전체이용가,"1,040 회",2018.01.22 14:15,정보 없음,"며칠에 걸친 야근으로 인해 기절하듯 잠이 든 평범한 직장인 정석. 
하지만 단잠에서 깨어나 보니 사람들은 자신을 왕자라 부르고, 눈앞에서는 마녀 사냥이 펼쳐진다. 중세의 야만적인 풍습을 직접 목도한 정석은 얼떨결에 마녀를 구하고, 야만과 비합리로 가득 찬 세상을 바꾸리라 마음먹는다. 
그러나 자신이 구한 것이 화염을 뿜어내는 진짜 마녀라는 사실에 정석은 또 한 번 경악을 금치 못 하는데…
21세기 직장인과 신비한 마녀의 만남, 치열한 왕위 쟁탈전 속에서 크렘 왕국의 4왕자 로렌 윔블던으로 살아가게 된 정석은 과연 세상을 바꿀 수 있을까?",https://novel.munpia.com/107189
이스포츠 프로게이머,"게임,  스포츠","
데코몽쉘

",완결,//cdn1.munpia.com/files/attach/2019/1010/004/y3FEHRwsucf874Gq.jpg,전체이용가,243 회,2019.07.01 11:00,정보 없음,"[게임 시스템 / 유사FM / 유사AOS / 회귀 / 방송 / SF]
게임 시스템이 주어져도, 시작 설정을 잘못하면 아무짝에도 쓸모가 없다.",https://novel.munpia.com/153320
종말 이후의 포인트 사용법,"퓨전,  현대판타지","
호영(虎永)

",완결,//cdn1.munpia.com/files/attach/2019/0805/004/sdAA8gOMUEJQZFJ3.png,전체이용가,172 회,2019.07.11 17:00,정보 없음,"모든 것을 포인트로 해결할 수 있는 게임같은 세상이 돼버렸다.

[성장형 먼치킨][생존][경쟁][몬스터사냥][채집]",https://novel.munpia.com/159204
미래 인공지능으로 황제재벌기,"현대판타지,  퓨전","
보랑빛노을

",완결,//cdn1.munpia.com/files/attach/2019/0429/004/DzLEvqZ1TInITPgC.jpg,전체이용가,206 회,2019.05.07 10:00,정보 없음,"우연한 기회로 미래의 인공지능이 과거의 나에게로 넘어왔다.
그로인해 과거의 나는 자신의 미래를 바꾸게 되는데.......
[반도체][소프트웨어][투자][제조업] 기타등등 돈되는 일 다수의 이야기.....",https://novel.munpia.com/147532
회귀한 헌터가 너무 강함,"판타지,  퓨전",왕십리글쟁이,완결,//cdn1.munpia.com/files/attach/2019/1213/001/P77cFkMGfEHUyvTy.jpg,전체이용가,234 회,2019.12.16 10:00,정보 없음,"만년 C급 헌터였던 나는 드래곤의 습격에 목숨을 잃었다.
그런데 정신을 차려 보니, 뭐? 지금이 2050년이라고?
게다가 나만 회귀한 게 아닌 거 같은데?

함께 회귀한 매니지먼트 사장과 최고의 헌터, 최고의 매니지먼트를 꿈꾸다!
아재 헌터의 파란만장한 회귀 스토리!",https://novel.munpia.com/183379
야수에서 타자까지,"스포츠,  현대판타지","
강라원

",완결,//cdn1.munpia.com/files/attach/2019/0628/003/yJYowDydFZ3rz1i9.jpg,전체이용가,171 회,2019.07.11 15:00,정보 없음,"프로 6년 통산 dWAR(수비기여승리도) 29.76.
야수계의 아웃라이어 강해준.
하지만 구제 불가능 수준의 타격 탓에 정작 1군에서는 찬밥신세.
""...시바, 어디 타격 잘하는 법 없나?""
[아웃라이어 시스템 로딩..]
""뭐야 이건.""",https://novel.munpia.com/156477
신의 미각,현대판타지,"
랑글러

",완결,//cdn1.munpia.com/files/attach/2018/1211/004/wUx6sBgcoxPyqN1Z.jpg,전체이용가,150 회,2018.12.27 17:00,정보 없음,"미각 고자 고민구,

어느 날 전설의 조상님에게 신이 내린 다섯가지 감각을 물려받게 되었다.
시각, 후각, 청각, 촉각, 미각.
그 중에 제일은 미각인지라.
신의 미각으로 손 대는 족족 대박 식당이 되는 기적이 시작 됩니다.

이 맛 모르고 읽지 마오!",https://novel.munpia.com/131384
나노머신 재벌 3세,현대판타지,"
풍류태

",완결,//cdn1.munpia.com/files/attach/2019/0710/002/XZKbEs8HrmzsXqRW.png,전체이용가,202 회,2019.07.12 10:00,정보 없음,"나노머신이 탑재 된 채 죽었다.

그리고..

눈을 떠보니 1983년도였다.",https://novel.munpia.com/157910
귀신 보는 퇴마사,"판타지,  현대판타지",수어재,완결,//cdn1.munpia.com/files/attach/2019/0212/001/RrMyIc9oPI9PlGDz.jpg,전체이용가,250 회,2019.02.12 10:00,정보 없음,"- 귀신 쫓아 드립니다.

평범하게 귀신만 쫓고 살 수 있을 줄 알았다.",https://novel.munpia.com/138144
화산마왕,무협,흑신마,완결,//cdn1.munpia.com/files/attach/2019/0321/001/1PLTWaUZUbaO9KuT.jpg,전체이용가,350 회,2019.03.28 11:00,정보 없음,"우주선의 불시착으로 몸을 잃고 무협 세계에 존재하는 인물로 영혼을 빙의시킨 주인공. 
현수로 살아가기로 결심한 그는 자신이 가진 화산의 무공이 집안 배경을 이용하기 위한 반쪽짜리임을 알게 된다. 
자신이 있었던 발전된 과학 문명을 이용하여 육체의 주인이 가지고 있던 무공을 바탕으로 성장해 나가기로 결심하는데... 
치열한 강호에서 살아남기 위한 격전이 시작된다!",https://novel.munpia.com/148665
천마님 효도하신다!,"판타지,  퓨전","
gordon

",완결,//cdn1.munpia.com/files/attach/2019/0214/004/e5JTnujxZdMlkh3l.jpg,전체이용가,239 회,2019.02.19 17:00,정보 없음,"[먼치킨][효도]
 ""드디어 돌아왔드아아아!""
강호에서 40년을 보내고 원래의 세계로 돌아온 천마 이성호!
 ""아버지! 어머니! 드디어 아들이 돌아왔습니다! 이제 이 아들이 꽃길만 걷게 해드릴게요!""
하지만 그가 도착한 시간은 10년 뒤의 세계!
그래도 부모님께 못다한 효도를 하기 위해 가족을 찾아 나서지만 그때 나타난 몬스터들!

악랄하고 지독히 차가운 천마, 하지만 가족에게는 따듯한 이성호.

 ""효도 좀 하자! 이 새끼들아!!""

효도를 하려는데 왜 자꾸 태클이?!",https://novel.munpia.com/137695
회귀하여 무과금으로 S급 ...,"현대판타지,  게임","
더블킥

",완결,//cdn1.munpia.com/files/attach/2019/0423/002/wVxdbqx1jLAxnTOj.jpg,전체이용가,225 회,2019.04.19 11:00,정보 없음,"역대급 고인물이 회귀했다.
남들이 돈을 쓸 때, 나는 돈을 번다.
그런데 이 게임 뭔가 너무 수상하다.",https://novel.munpia.com/146750
소환수의 이중생활,현대판타지,"
독수리3호

",완결,//cdn1.munpia.com/files/attach/2019/0819/002/ZJYXQg6PprVqwnXi.jpg,전체이용가,164 회,2019.08.26 10:00,정보 없음,"식물 인간으로 병상에서 보낸 2년.
정확히 2년이 되는 날, 새로운 기회가 찾아왔다.

[새로운 소환수로 선택되었습니다.]
[소환에 응하겠습니까?]",https://novel.munpia.com/162225
내 아들은 회귀한 대마법사,판타지,"
레니sh

",완결,//cdn1.munpia.com/files/attach/2019/0730/004/Q1JoZWS7ZfHSarvO.jpg,전체이용가,175 회,2019.08.12 18:00,정보 없음,"평화롭던 마을에 고블린이 출현했다!
그것들을 때려잡았더니 나무꾼이던 내가 기사가 되었단다.
그리고 그때부터 내 눈에 이상한 네모난 것이 보인다.

그리고 내 아들이 어딘가 좀....많이 어른스럽다?

[아들 아닌 아빠가 주인공입니다.]",https://novel.munpia.com/157506
조선군벌,대체역사,"
검장

",완결,//cdn1.munpia.com/files/attach/2019/0624/001/lWqn8HXyW0rthMdG.jpg,전체이용가,314 회,2019.06.28 12:00,정보 없음,"건축설계자인 김우현은 갑작스런 교통사고 이후 조선의 천석꾼 최진사댁의 어린 노비 쇠돌의 몸으로 빙의하게 된다
쇠돌은 빙의와 동시에 노비의 처절한 삶과 더불어 임진왜란이 발생하기 3년전으로 돌아왔다는 것을 알게 되면서 신분의 벽을 넘어 살아남기 위한 몸부림이 그를 점차 막강한 군벌로 성장 시켜 나가는데...",https://novel.munpia.com/156539
헌터 때려치고 이제 내조 ...,"현대판타지,  판타지","
킴레거시

",완결,//cdn1.munpia.com/files/attach/2019/0521/003/PVfMUBeQj52vYNMq.jpg,전체이용가,203 회,2019.05.16 11:00,정보 없음,"10년 경력의 베테랑 헌터 권율
초능력이 없기에 남들보다 더 움직이고 노력했다.

하지만 노력의 결과는 파티에게 배신 당하고
날 사랑해주었던 여자가 죽었다.

다시 살아난다면 너를 위해 살겠다!",https://novel.munpia.com/150525
멸망한 세계의 생존 지침서,"현대판타지,  퓨전",담배태우는 고양이,완결,//cdn1.munpia.com/files/attach/2019/0905/004/7zeqkxhZYLv4vmA5.jpg,전체이용가,182 회,2019.12.06 12:00,정보 없음,"4월 1일 만우절.
거짓말 같이 인류의 절반이 좀비가 되었다.

그리고…….

[분석 능력을 얻었습니다.]
[분해 능력을 얻었습니다.]
[구성 능력을 얻었습니다.]

아포칼립스가 도래한 시대.

살아남기 위해서는 전투능력이 다가 아니다.",https://novel.munpia.com/170907
정점에 서다,"판타지,  현대판타지",강원산,완결,//cdn1.munpia.com/files/attach/2019/1129/003/31wCgynzkdET6AzW.jpg,전체이용가,213 회,2019.12.05 10:00,정보 없음,"갑자기 나타난 붉은 빛에 삼켜진 강우
다시 눈을 뜬 그의 눈앞엔
본 적도 들은 적도 없는 괴물들이
산 채로 사람을 잡아 뜯고, 뇌를 빨아먹고 있었다

오직 강자만이 살아남을 수 있는 처절한 세계
“이게… 현실이라고?”

지구로 돌아가려면 정점이 되어야한다!",https://novel.munpia.com/181756
나는 유격수다,"현대판타지,  스포츠","
크림커피

",완결,//cdn1.munpia.com/files/attach/2018/0913/001/98nfpDoJQTjAY1Mj.jpg,전체이용가,327 회,2018.08.24 18:00,정보 없음,"""내가 해도 저것보단 잘하겠다.""
야구경기를 보고있던 강준은 잔득 인상을 찡그렸다.
""아오! 그것도 수비라고 하냐? 미치겠네!""
응원팀 유격수가 이번엔 공을 뒤로 흘렸다. 
""진짜 내가 뛰고 싶네. 뛰고 싶어.""
-그럼 직접 뛰어보세요.
...유격수가 되어버렸다.",https://novel.munpia.com/121316
NPC는 모두 내 편,"게임,  판타지","
동휘

",완결,//cdn1.munpia.com/files/attach/2019/0820/000/M74Zu8xwcV1msWlY.jpg,전체이용가,151 회,2019.08.22 17:00,정보 없음,"사람들의 속마음이 보이기 시작했다.
심지어 NPC들의 속마음 까지도.",https://novel.munpia.com/158173
500년 만에 돌아온 천마,무협,"
L영G

",완결,//cdn1.munpia.com/files/attach/2019/0807/000/WUuoV0dqLRltdefj.jpg,전체이용가,185 회,2019.08.07 11:00,정보 없음,"무공광 천마가 폐관수련에 들어갔다가 나오니 500년이라는 시간이 흘렀다?!! 

무너진 마교 한번 다시 세워보려한다 - 천마 백관영 -
#초반고구마 #중후반사이다 #캬~",https://novel.munpia.com/159249
"조선, 내가 바꾼다","대체역사,  퓨전","
누텔라.

",완결,//cdn1.munpia.com/files/attach/2017/1010/002/VqBoFVf5Z7JJp9Bl.jpg,전체이용가,545 회,2017.10.10 17:05,정보 없음,"[대체역사][효명세자]
부조리에 대항했지만, 이 사회는 나를 내부 고발자로 취급했다.
하지만 나에게 두 번째 기회가 주어졌으니......
1830년, 조선의 마지막 희망인 효명세자가 되어버린 나.
내가 세상을 바꿔나가겠다.",https://novel.munpia.com/95423
망상속의 주인공,"퓨전,  판타지",하나호,완결,//cdn1.munpia.com/files/attach/2019/1120/004/cxifGKtyy6x6Ya0W.jpg,전체이용가,437 회,2019.12.02 17:00,정보 없음,"판타지 소설 작가가 꿈이었던 정우는 어느날 자신이 10년 넘게 망상했던 세계관 속으로 들어왔다.

정우에게 주어진 퀘스트는 다가올 대재앙을 막아내고 망상을 완성시키는 것.

초인들의 세계 속, 원래의 세상으로 돌아가기 위한 사투가 시작된다.",https://novel.munpia.com/180677
후작가 대공자는 무림인,"판타지,  무협","
전욱

",완결,//cdn1.munpia.com/files/attach/2019/0613/002/QPDyzPNx2T9fuXzy.jpg,전체이용가,241 회,2019.05.22 16:00,정보 없음,"소설 속 판타지 세계, 나 혼자 무공을 사용한다.",https://novel.munpia.com/150333
스타 여행작가 기동우,현대판타지,"
l살별l

",완결,//cdn1.munpia.com/files/attach/2019/0808/003/kH4qTtJR55jpTLqd.jpg,전체이용가,166 회,2019.07.29 16:00,정보 없음,"벼락과 함께 신의 가호가 내려왔다.
초짜 여행작가 '기동우'의 스타 여행작가 성공기.
여행작가가 쓰는 여행작가 이야기가 지금 시작됩니다.",https://novel.munpia.com/156229
환생자인 내가 주인공이 아...,"판타지,  SF","
무임금노동

",완결,//cdn1.munpia.com/files/attach/2019/0722/000/iifZYg7NiiaFPzCV.jpg,전체이용가,136 회,2019.08.12 09:50,정보 없음,[SF] [함대전] [외계생명체] [전략가 주인공],https://novel.munpia.com/150122
이계접속,"퓨전,  판타지","
허풍선e

",완결,//cdn1.munpia.com/files/attach/2019/0222/003/hIGNxUPoo8Kt5AWZ.jpg,전체이용가,302 회,2019.03.08 11:00,정보 없음,"한때 마탑의 기대주였던 마법사 아벨.

3서클의 벽을 넘지 못하던 어느 날
워프게이트의 오류로 이계에 접속하다!



아벨에게 찾아온 일생일대의 기회!
아벨, 유토피아에서 최강의 마법사로 거듭나다!",https://novel.munpia.com/128842
포심 패스트볼,"스포츠,  현대판타지","
햄버그

",완결,//cdn1.munpia.com/files/attach/2019/0531/004/D7TB6zI7oEbwWvN8.jpg,전체이용가,180 회,2019.06.03 10:00,정보 없음,[고교야구] [시스템] [메이저리그],https://novel.munpia.com/148263
세계 최강 행복한 가장,"현대판타지,  퓨전","
아피로

",완결,//cdn1.munpia.com/files/attach/2019/0430/003/cRvU3LipJ3LRchc5.jpg,전체이용가,231 회,2019.04.19 17:00,정보 없음,"F급 헌터였던 최강현은 회귀를 통해 세계 최강이 되고 가족을 이룬다. 

""살맛 나네!""

[가장이 된 최강현의 행복 라이프]",https://novel.munpia.com/147044
고양이가 주워온 용,"현대판타지,  퓨전","
단향목

",완결,//cdn1.munpia.com/files/attach/2019/0531/002/IFEHUyvMGkHDhCJ1.jpg,전체이용가,161 회,2019.05.27 18:00,정보 없음,"어느 비 오는 날, 내 고양이가 갓 태어난 아기 고양이를 물고 왔다. 
고양이인 줄 알고 길렀는데, 아무래도 고양이가 아닌 것 같다. 
아기 용은 어떻게 키우면 되지? 
고양이와 함께하는 본격 육룡일기.

#고양이 #용 #백호 #드래곤 #판타지",https://novel.munpia.com/152563
핵먼치킨 생활안전과 5팀!,"현대판타지,  퓨전","
창조소설러

",완결,//cdn1.munpia.com/files/attach/2019/1111/001/CS9P7RIKv7VjF01G.jpg,전체이용가,176 회,2019.08.19 14:00,정보 없음,"대한민국 최고 권력의 핵심이라 불리는 네메시스 안전관리국.
그 속에서도 가장 핵심이라 불리는 생활안전과 5팀이 있었으니....

지옥이라 불리는 DMZ에서 3년을 보냈다. 
세상 그 누구도 없는 네메시스 흡수 헌터 최강환의 이야기.",https://novel.munpia.com/161772
내 머릿속 무한 레시피,"현대판타지,  판타지","
윈난성

",완결,//cdn1.munpia.com/files/attach/2019/0730/000/eNMaa4dVzX1IVdIX.png,전체이용가,201 회,2019.07.31 12:00,정보 없음,"장례식장 도우미에서 
하루 아침에 손맛 뛰어난 요리천재로 거듭나다.
내 머릿속의 무한 레시피",https://novel.munpia.com/159195
내 머리 속의 컴퓨터,현대판타지,"
매칭카드

",완결,//cdn1.munpia.com/files/attach/2019/0611/003/iges2c6XKwm5KNJE.jpg,전체이용가,134 회,2019.06.07 17:00,정보 없음,"내 이름은 강형준.

취미는 암기, 특기도 암기, 별명도 암기왕.

난 한번 읽은 책의 내용은 모두 다 기억할 수 있다. 
왜냐하면 내 머리 속에는 고성능 컴퓨터가 한 대 들어있기 때문이다.

머리 속에 고성능 컴퓨터가 들어있는 암기 천재 이야기!!!",https://novel.munpia.com/151048
반복하며 레벨업,"판타지,  퓨전","
차우주

",완결,//cdn1.munpia.com/files/attach/2016/1019/002/TCxAAeJ53xotaPo6.jpg,전체이용가,167 회,2016.08.22 12:00,정보 없음,이번 생에 번 포인트로 다음 삶은 좀 더 편하게 보낼 수 있다.,https://novel.munpia.com/64263
나는 골렘입니다,판타지,황석환,완결,//cdn1.munpia.com/files/attach/2018/0510/002/ykSFRM9JUs1zYD1F.jpg,전체이용가,170 회,2018.04.03 10:00,정보 없음,"어느 날 대륙 전토에 일어난 대지진.
그 지진으로 땅 속 깊숙이 잠들어있던 마도구를 간직한 유적들이 모습을 드러내 대륙의 정세는 크게 뒤바뀌기 시작했다.
그리고 아인하트 백작가에서 깨어난 골렘 ‘워커’는 자신의 기억을 되찾기 위해 레베카와 함께 여행을 떠난다.
마도구를 둘러싼 세력의 싸움에 휘말린 끝에 두 사람은 과연 어떤 진실을 보게 될 것인가.",https://novel.munpia.com/111710
퍼펙트 스톰 - 제2차 국가...,현대판타지,"
박선우

",완결,//cdn1.munpia.com/files/attach/2019/1111/002/RhJalrfQrjrWxbYa.jpg,전체이용가,72 회,2019.10.02 15:00,정보 없음,"퍼펙트스톰이란, 경제가 완전히 무너지는 현상을 말한다.

그만큼 다음 위기는 상상할 수 없을 정도로 거대하고 암울하다.

여기, 불확실 한 시대에 살아 남는 삶의 지침서를 소개한다.",https://novel.munpia.com/165205
번개를 맞았다,"스포츠,  현대판타지","
탄탄비

",완결,//cdn1.munpia.com/files/attach/2019/0830/003/t72lneIvgeOyQx0j.jpg,전체이용가,152 회,2019.08.19 18:00,정보 없음,"평범했던 삶에 깃든 놀라운 기적
이제 전세계 MMA의 역사가 새롭게 쓰여진다!





*이 글은 픽션입니다. 등장하는 인물, 단체, 사건, 제품명 등은 실제와 무관합니다.",https://novel.munpia.com/160281
귀환자의 북한경영론,"현대판타지,  퓨전",김남원,완결,//cdn1.munpia.com/files/attach/2019/1024/004/vlb2Fmy0qcRzrQ30.jpg,전체이용가,325 회,2019.07.31 15:00,정보 없음,"신들의 전쟁이 한창인 다른 차원의 세계, 
신왕의 세계에서 초능력을 얻어 귀환한 박현수는 
북한의 김씨일족이 한반도의 통합대권을 잡은 한반도의 미래에서 
가족이 억울한 일에 휘말렸음을 알게 된다.
이에 박현수는 자신이 신왕의 세계로 가기 직전의 과거로 되돌아가 북한을 통치하기로 한다. 

솔방울 수류탄을 진짜로 만들 수 있는 
초능력 신정왕정 주인공의 현대의 영지개발 판타지.",https://novel.munpia.com/165068
풍운만리행(風雲萬里行),"퓨전,  무협","
차연시

",완결,//cdn1.munpia.com/files/attach/2019/0628/001/gFaNuYptKkEAAz1v.jpg,전체이용가,253 회,2019.06.28 15:00,정보 없음,"바람처럼! 구름처럼!
강호에 우뚝 선 강자가 되어
무림을 자유로이 종횡하는 능풍운의 일대기",https://novel.munpia.com/152964
타임1937,"대체역사,  전쟁·밀리터리","
풍아저씨

",완결,//cdn1.munpia.com/files/attach/2019/0605/003/9fixUufMnrBs9of1.jpg,전체이용가,268 회,2019.06.10 11:00,정보 없음,,https://novel.munpia.com/153552
주식의 신,"판타지,  현대판타지",유재무,완결,//cdn1.munpia.com/files/attach/2019/1128/002/3h08o7wvYOtDPms3.png,전체이용가,442 회,2018.12.24 17:50,정보 없음,도서관에서 빌린 책에 미래의 주식 정보가 적히기 시작했다.,https://novel.munpia.com/130445
"재벌, 아버지로 회귀하다","현대판타지,  대체역사","
응시

",완결,//cdn1.munpia.com/files/attach/2019/0826/003/Og3EgeAKN9128Epu.png,전체이용가,152 회,2019.08.21 10:00,정보 없음,"편의점에서 일용할 양식을.
공공화장실에서 안락한 숙면을.
밑바닥 인생을 살아가는 박태상.

그는 과로로 돌아가신 어머니의 장례식을 치르며 삶의 공허함과 무기력함을 느끼고 있었다.
그런데 몇 달째 모습을 보이지 않던 아버지가 어머니의 장례식장에 찾아왔다.
온갖 원망 섞인 말을 쏟아내고 싶지만... 그래도 하나뿐인 태상의 아버지였다.
아버지의 굶주린 모습을 보고 편의점으로 향하는 박태상.
하지만 돌아온 장례식장에서 아버지의 죽음을 확인한다.

아버지를 따라다니던 사채업자들은 장례식장까지 찾아오게 되고, 박태상은 아무런 발악도 못한 채 그들에게 끌려가게 된다.
박태상은 억울한 마음과 절망속에 통나무장사의 희생자가 된다.

이대로 죽은 줄만 알았는데, 박태상은 어느 자그마한 방안에서 눈을 뜨게 된다.
팔에는 상주완장을 차고 있었다.
방문을 열고 밖으로 나가자 수많은 조문객이 박태상을 바라보고 있었다.
곧이어 한 남자가 태상에게 다가오며 이렇게 얘기했다.
""박상원씨, 얼마나 마음고생이 심하십니까.""
박태상은 어벙한 표정으로 남자를 쳐다봤다.
박상원.
그것은 아버지 이름이었다.",https://novel.munpia.com/160108
도시의 주인,"현대판타지,  퓨전",말리브해적,완결,//cdn1.munpia.com/files/attach/2019/1025/000/Z2PZi7yj62g5zTnf.jpg,전체이용가,175 회,2019.11.19 12:00,정보 없음,"해당 도서는 이관으로 인한 재연재 도서입니다.
기존 소설과는 편수에 차이가 있을 수 있습니다.
------------------------------ ------------------------------ ------------------------------ ---
죽기 위해 오른 히말라야. 그러나 죽음의 끝에 기연을 만나다. 다시 한 번 주어진 운명. 이제까지의 과거는 없다. 소중한 이를 위해 정의를 외친다.",https://novel.munpia.com/177445
타격감이 폭발한다,"스포츠,  현대판타지","
모루우

",완결,//cdn1.munpia.com/files/attach/2019/0709/001/vfoIerMfSb9Opi12.jpg,전체이용가,200 회,2019.06.25 15:00,정보 없음,"남 좋은 일만 할 수는 없지.

이젠 내가 메이저리그로 간다.

[회귀] [메이저리그] [시스템 X]",https://novel.munpia.com/156653
망나니 투수가 되었다,"스포츠,  현대판타지","
콤마일초

",완결,//cdn1.munpia.com/files/attach/2019/0829/003/9PJR3cuI6iqtIEtG.jpg,전체이용가,203 회,2019.05.22 11:00,정보 없음,"누구에게나 욕먹는 야구계의 개망나니가 되었다.

뭐, 어떤가. 다시 야구를 할 수 있는데.",https://novel.munpia.com/151850
돈 벌고 싶어? 내가 벌게 ...,현대판타지,"
고토월

",완결,//cdn1.munpia.com/files/attach/2019/0527/004/qVPivrNZjl70Tu1Y.jpg,전체이용가,205 회,2019.05.20 11:00,정보 없음,"1983년으로 강제 회귀하다.

흔하지만 흔하지 않은 이야기를 해보겠습니다.",https://novel.munpia.com/150366
회귀한 마검사의 복수,판타지,끄적쓰,완결,//cdn1.munpia.com/files/attach/2019/1104/000/Py3n1Ek4lnMKugWf.jpg,전체이용가,200 회,2019.11.07 10:00,정보 없음,"돌아왔다.
할 수 있는 모든 방법을 동원해서 강해지고 또 강해져서 날 죽인 것들에게 복수하겠다.

“선택지는 두 가지다. 머리 처박고 내 앞에 무릎 꿇든가, 머리랑 몸이 분리되든가.”",https://novel.munpia.com/178760
FFF급 구단 매니지먼트,"스포츠,  현대판타지","
필로스

",완결,//cdn1.munpia.com/files/attach/2019/0208/004/W47hTi4VytRcXM2f.jpg,전체이용가,539 회,2019.03.14 11:00,정보 없음,"일찍 찾아온 부상으로 선수 생활을 접은 정현진. 
지지리도 운이 없던 그의 인생은 지도자 생활을 하면서 트이기 시작한다. 
그후 연령대별 감독으로 승승장구하며, 전성기를 앞둔 그에게 잉글랜드 챔피언십의 미드포트란 팀이 전술 코치를 제안한다.
고민 끝에 금의환향을 다짐하며 떠났지만, 자신을 부른 감독이 심장마비로 세상을 떠날 줄이야!
그런데 죽은 이 감독이 눈에 보인다. 
심지어 그는 정현진에게 이런 말까지 던지는데...

- 프리미어리그 우승, 네가 나 대신 해줘야겠다.

# 축구
# 감독물 
# 귀신의 도움 
# 프리미어 리그 

필로스의 이전 작품 

2015년 택틱스 8권 완결
2015년 퍼스트 터치 7권 완결
2017년 풋볼 매니지먼트 25권 완결
2018년 재벌 매니지먼트 34권 완결
2019년 스타 기업인 10권 완결
2019년 FFF급 구단 매니지먼트 20권 완결 (현재 외전 연재 중)",https://novel.munpia.com/137118
천재 컨설턴트 : 투자의 신,"현대판타지,  대체역사","
블랙민

",완결,//cdn1.munpia.com/files/attach/2019/0709/000/91MTWWaRHRET3kkx.jpg,전체이용가,106 회,2019.07.03 17:00,정보 없음,"2027년 리만가설을 증명한 김민철.
그는 제타함수를 통해 1997년의 자신에게 기억을 전송하는 도중... 그만....

1997년 부터 시작되는 기업물 입니다.
[기업물] [컨설팅] [투자] [경영] [주식] [기업분석] [회귀X] 
본격 기업 솔루션 및 분석 소설.",https://novel.munpia.com/155724
너의 미래는,현대판타지,"
287000

",완결,//cdn1.munpia.com/files/attach/2019/1004/002/NiAqGYocL9KqZDEB.jpg,전체이용가,120 회,2019.09.16 09:00,정보 없음,그는 알고 있었다.,https://novel.munpia.com/165846
몬스터에게 무기를 팔았습니다,"현대판타지,  퓨전","
켈린더

",완결,//cdn1.munpia.com/files/attach/2019/0723/002/st4eNkrI0TaFAYOs.png,전체이용가,118 회,2019.07.18 11:00,정보 없음,"손님으로 낮엔 사람을, 밤엔 몬스터를. 

여태껏 듣도보지못한 무기상이 나타났다. 

돈이 되면 그 누가 되었든지 판다! 그게 설사 인류의 적이라도.",https://novel.munpia.com/156378
재벌집 망나니 7대독자,"현대판타지,  퓨전","
앤서

",완결,//cdn1.munpia.com/files/attach/2019/0320/004/rTEleG0ghe6ryqgF.jpg,전체이용가,180 회,2019.04.22 17:00,정보 없음,"재벌집 망나니 7대독자가 되었다. 
그런데....",https://novel.munpia.com/145771
던전 폐기물 센터장의 비밀,"판타지,  퓨전","
천구머니

",완결,//cdn1.munpia.com/files/attach/2019/0531/004/Usu9xwQiSFkmnTxI.jpg,전체이용가,176 회,2019.05.13 10:00,정보 없음,"가늘고 길게 살자!

그런데 마안을 얻게 되면서 던전 몬스터들과의 동거를 시작하게 되고······. 

#힐링물 #던전 #청소부 #양육 #헌터 #레드 드래곤 #마안",https://novel.munpia.com/150016
삼국지 유봉전 : 계한의 부흥,"대체역사,  판타지","
은수랑

",완결,//cdn1.munpia.com/files/attach/2018/0913/001/WhuF4ldpcGwIr9Hk.png,전체이용가,362 회,2018.09.17 14:00,정보 없음,"관우가 오나라의 기습으로 목숨을 잃자, 유비는 양자 유봉에게 죄를 물어 그를 처형한다.
그러나 어찌 된 일인지 유봉은 과거의 자신으로 깨어나게 되고, 그곳에서 색다른 존재를 만나게 되는데…….
비극적인 역사가 되풀이되지 않도록 고군분투하는 유봉의 이야기.",https://novel.munpia.com/123948
